embedding_index,title,year,authors,journal_name,venue,issn,doi,subjects,work_id,embedding_id,embedding_run,embedding_preview,abstract
50,Quantum complexity theory,1997,"Bernstein, Ethan, Vazirani, Umesh",SIAM Journal on Computing,"SIAM J. Comput. 26, No. 5, 1411-1473 (1997).","0097-5397, 1095-7111",10.1137/s0097539796300921,"68Q05, 03D15, 68Q15, 03D10",10.1137/s0097539796300921,98487e765908cb286a121338f23e13cfaf3932d8,msc_clean,"[-0.0820, -0.0066, -0.0620, -0.0200, -0.1061, -0.0102, -0.0520, -0.0201, ...] dimension=384","Summary: We study quantum computation from a complexity theoretic viewpoint. Our first result is the existence of an efficient universal quantum Turing machine in Deutsch's model of a quantum Turing machine (QTM) [\textit{D. Deutsch}, Proc. Roy. Soc. Lond. Ser. A 400, 97-117 (1985)]. This construction is substantially more complicated than the corresponding construction for classical Turing machines (TMs); in fact, even simple primitives such as looping, branching, and composition are not straightforward in the context of quantum Turing machines. We establish how these familiar primitives can be implemented and introduce some new, purely quantum mechanical primitives, such as changing the computational basis and carrying out an arbitrary unitary transformation of polynomially bounded dimension.


We also consider the precision to which the transition amplitudes of a quantum Turing machine need to be specified. We prove that \(O(\log T)\) bits of precision suffice to support a \(T\) step computation. This justifies the claim that the quantum Turing machine model should be regarded as a discrete model of computation and not an analog one. 


We give the first formal evidence that quantum Turing machines violate the modern (complexity theoretic) formulation of the Church-Turing thesis. We show the existence of a problem, relative to an oracle, that can be solved in polynomial time on a quantum Turing machine, but requires superpolynomial time on a bounded-error probabilistic Turing machine, and thus not in the class \textbf{BPP}. The class \textbf{BQP} of languages that are efficiently decidable (with small error-probability) on a quantum Turing machine satisfies \(\text{\textbf{BPP}} \subseteq \text{\textbf{BQP}} \subseteq \mathbf P^{\sharp\mathbf P}\). Therefore, there is no possibility of giving a mathematical proof that quantum Turing machines are more powerful than classical probabilistic Turing machines (in the unrelativized setting) unless there is a major br..."
51,Fast algorithms for finding nearest common ancestors,1984,"Harel, Dov, Tarjan, Robert Endre",SIAM Journal on Computing,"SIAM J. Comput. 13, 338-355 (1984).","0097-5397, 1095-7111",10.1137/0213024,"68Q25, 68Q05, 68R10, 03D60",10.1137/0213024,7a7082be8928511a1b22bb515d299bb3ee64f664,msc_clean,"[-0.0130, 0.0026, -0.0022, -0.0593, 0.0315, -0.0224, -0.0083, 0.0079, ...] dimension=384","The following problem is considered: Given a collection of rooted trees, answer queries of the form: ''What is the nearest common ancestor of vertices x and y?'' The problem has different versions and different machine models can be used for its solution. The authors consider five versions of the problem and compare their solutions with two types of machines: pointer machines and random-access machines. They show that there are differences in power between pointer machines and random-access machines (the latter ones are more powerful) for some versions ot the problem."
52,Algorithmic randomness and complexity.,2010,"Downey, Rodney G., Hirschfeldt, Denis R.",Theory and Applications of Computability,"Theory and Applications of Computability. New York, NY: Springer (ISBN 978-0-387-95567-4/hbk; 978-0-387-68441-3/ebook). xxviii, 855~p. (2010).","2190-6203, 2190-619X",10.1007/978-0-387-68441-3,"68-02, 03-02, 03D32, 68Q30",10.1007/978-0-387-68441-3,aa89e86aadd6192389e44239c1d7393b5365d9c3,msc_clean,"[-0.0536, -0.0617, -0.0414, -0.0459, -0.0425, -0.0280, 0.0919, -0.0827, ...] dimension=384","The book is an encyclopedia on algorithmic randomness theory (ART). It covers almost all the subfields of ART which have grown enormously in recent time due to the applications of classical computability (or recursion) theory.

The book begins with some necessary knowledge from classical computability theory and algorithmic information theory. Some of Solovay's unpublished deep results relating \(C\) and \(K\) can be found here. The second part focuses on classifying randomness notions. One of the most successful applications of computability theory is the characterization of the different randomness notions by investigating the distributions of the Turing degrees of the randomness notions. The third part focuses on relativized randomness notions. It begins with the study of Kolmogorov complexity of randomness notions. Though it is still an open problem whether stronger randomness notions mean higher Kolmogorov complexity, much progress has been made. Then the lowness notions are introduced. The proof of the landmark result that lowness, triviality and random basis coincide can be found here. Some results concerned with effective dimension are also presented in this part. The last part is a little bit diverse. It includes the strong jump traceability, the \(\Omega\)-operator and the Kolmogorov complexity of c.e.~ sets.

Though the book was written carefully (it took the authors about 10 years to write it), there are numerous typos and errors. An up-to-date errata list can be found on the second author's homepage (\url{http://math.uchicago.edu/~drh/arc.html})."
53,The sense/reference distinction in constructive semantics,2021,"Martin-Löf, Per",The Bulletin of Symbolic Logic,"Bull. Symb. Log. 27, No. 4, 501-513 (2021).","1079-8986, 1943-5894",10.1017/bsl.2021.61,"03A05, 03F50",10.1017/bsl.2021.61,b674f762faf0f7a92b30ec23753f57574380ad67,msc_clean,"[-0.0641, 0.0109, 0.0118, -0.0502, 0.0459, 0.0355, 0.0253, 0.0936, ...] dimension=384","<jats:title>Editorial Note</jats:title><jats:p>This lecture was given by Per Martin-Löf at Leiden University on August 25, 2001 at the invitation by Göran Sundholm to address the topic mentioned in the title and to reflect on Dummett’s earlier effort of almost a decade before (published in this journal). The lecture was part of a three-day conference on Gottlob Frege. Sundholm arranged for the lecture to be recorded and commissioned Bjørn Jespersen to make a transcript. The information in footnote 1, which Sundholm provided, has been independently confirmed by Thomas Ricketts in an email to the author. The present version has been edited by Ansten Klev. Following the displayed text (Int-id) there is a lacuna in the original transcript corresponding to a pause in the recording when the tape was changed. The continuous text of the present version is the result of a few additions to the original transcript suggested by Klev and agreed to by the author.</jats:p>"
54,Results on the propositional \(\mu\)-calculus,1983,"Kozen, Dexter",Theoretical Computer Science,"Theor. Comput. Sci. 27, 333-354 (1983).",0304-3975,10.1016/0304-3975(82)90125-6,"03B45, 68Q65",10.1016/0304-3975(82)90125-6,76a8e9c44dd5c10d29f7d1bd50f140a1f4c69411,msc_clean,"[-0.0287, -0.0097, 0.0594, -0.0401, -0.0014, -0.0217, 0.0184, 0.0514, ...] dimension=384","In this paper we define and study a propositional \(\mu\)-calculus \(L\mu\), which consists essentially of propositional modal logic with a least fixpoint operator. \(L\mu\) is syntactically simpler yet strictly more expressive than Propositional Dynamic Logic (PDL). For a restricted version we give an exponential-time decision procedure, small model property, and complete deductive system, thereby subsuming the corresponding results for PDL."
55,The work of Kurt Gödel,1977,"Kleene, Stephen C.",Journal of Symbolic Logic,"J. Symb. Log. 41 (1976), 761-778 (1977).","0022-4812, 1943-5886",10.2307/2272394,03-03,10.2307/2272394,dfca93f15ba5c027002ccc826b4756cfaadbb7bb,msc_clean,"[-0.0638, -0.0069, 0.0199, -0.0146, 0.0035, 0.0707, 0.0397, 0.0202, ...] dimension=384","<jats:p>I first heard the name of Kurt Gödel when, as a graduate student at Princeton in the fall of 1931, I attended a colloquium at which John von Neumann was the speaker, von Neumann could have spoken on work of his own; but instead he gave an exposition of Gödel's results of formally undecidable propositions [1931].</jats:p><jats:p>Today I shall begin with Gödel's paper [1930] on<jats:italic>The completeness of the axioms of the functional calculus of logic</jats:italic>, or of what we now often call “the first-order predicate calculus”, using “predicate” as synonymous with “propositional function”.</jats:p><jats:p>Alonzo Church wrote ([1944, p. 62] and [1956, pp. 288–289]), “the first explicit formulation of the functional calculus of first order as an independent logistic system is perhaps in the first edition of Hilbert and Ackermann's<jats:italic>Grundzüge der theoretischen Logik</jats:italic>(1928).” Clearly, this formalism is not complete in the sense that each closed formula or its negation is provable. (A<jats:italic>closed formula</jats:italic>, or<jats:italic>sentence</jats:italic>, is a formula without free occurrences of variables.) But Hilbert and Ackermann observe, “Whether the system of axioms is complete at least in the sense that all the logical formulas which are correct for each domain of individuals can actually be derived from them is still an unsolved question.” [1928, p. 68].</jats:p><jats:p>This question Gödel answered in the affirmative in his Ph.D. thesis (Vienna, 1930), of which the paper under discussion is a rewritten version.</jats:p><jats:p>I shall not describe Gödel's proof. Perhaps no theorem in modern logic has been proved more often than Gödel's completeness theorem for the first-order predicate calculus. It stands at the focus of a complex of fundamental theorems, which different scholars have approached from various directions (e.g. Kleene [1967, Chapter VI]).</jats:p>"
56,Taking formalism seriously,1993,"Nelson, Edward",The Mathematical Intelligencer,"Math. Intell. 15, No. 3, 8-11 (1993).",0343-6993,10.1007/bf03024251,03F99,10.1007/bf03024251,05f2f8928b9f39d794486c7fcc9543e0cd9b8e60,msc_clean,"[-0.1447, 0.0713, 0.0010, -0.0323, -0.0481, 0.0229, 0.0266, 0.0017, ...] dimension=384","The goal of this article is to promote the author's view of foundations of mathematics. He states that he is currently working on deriving a contradiction in Robinson's system \(Q\). By Herbrand's theorem this would imply inconsistency of number theoretic computations with polynomials, and this seems even much less plausible than even inconsistency of first- order arithmetic."
57,Recursive unsolvability of a problem of Thue,1947,"Post, Emil L.",Journal of Symbolic Logic,"J. Symb. Log. 12, 1-11 (1947).","0022-4812, 1943-5886",10.2307/2267170,"03D03, 03D35",10.2307/2267170,213e281bf34c87b2b0e2bef3844d270865e1689e,msc_clean,"[-0.0970, 0.0025, 0.0053, 0.0076, -0.0200, 0.0193, -0.0126, -0.0260, ...] dimension=384","Summary: Alonzo Church suggested to the writer that a certain problem of [\textit{A. Thue}, Probleme über Veränderungen von Zeichenreihen nach gegebenen Regeln. Kristiania: J. Dybvad (1914; JFM 45.0333.19)] might be proved unsolvable by the methods of [\textit{E. L. Post}, Bull. Am. Math. Soc. 52, 264--268 (1946; Zbl 0063.06329)]. We proceed to prove the problem recursively unsolvable, that is, unsolvable in the sense of [\textit{A. Church}, Am. J. Math. 58, 345--363 (1936; Zbl 0014.09802; JFM 62.0046.01)], but by a method meeting the special needs of the problem.

Thue's (general) problem is the following. Given a finite set of symbols \(\alpha_1,\alpha_2,\dots,\alpha_{\mu}\), we consider arbitrary strings (Zeichenreihen) on those symbols, that is, rows of symbols each of which is in the given set. Null strings are included."
58,Individuals and points,1985,"Clarke, Bowman L.",Notre Dame Journal of Formal Logic,"Notre Dame J. Formal Logic 26, 61-75 (1985).",0029-4527,10.1305/ndjfl/1093870761,"03A05, 03B60, 03E99, 06E99",10.1305/ndjfl/1093870761,a3f4b9eb5e8b9aa65eaba80777d9881aef8ee0f3,msc_clean,"[0.0123, 0.0155, 0.0113, -0.0430, -0.0288, 0.0310, 0.0556, -0.0318, ...] dimension=384","This paper presents an axiomatic system of mereology, where the basic individuals are space-time regions and 'x is connected with y' is taken as a primitive relation. The calculus is enriched with pseudo-Boolean and pseudo-topological operators (the system does not have a null element). Points are then defined by sets of spatio-temporal regions satisfying certain algebraic conditions. Temporal order between points is also treated in an axiomatic way. The intuitive motivation for the definitions and theorems is clearly spelled out. Clarifying comparisons to the earlier work by Whitehead, Russell, de Laguna, Nicod, Menger, Tarski, and the author himself is given."
59,Functions as processes,1992,"Milner, Robin",Mathematical Structures in Computer Science,"Math. Struct. Comput. Sci. 2, No. 2, 119-141 (1992).","1469-8072, 0960-1295",10.1017/s0960129500001407,"03B40, 68Q10",10.1017/s0960129500001407,8c03f65b079180bb6a681551a35290d5d68e99c1,msc_clean,"[-0.1115, -0.0549, -0.0133, -0.0391, -0.0984, 0.0238, 0.0744, -0.0006, ...] dimension=384","In a recent paper, the author introduced the \(\pi\)-calculus [\textit{R. Milner}, \textit{J. Parrow} and \textit{D. Walker}, Inf. Comput. 100, 1-40, 41- 77 (1992; Zbl 0752.68036 and Zbl 0752.68037)], which is a step toward a canonical treatment of concurrent processes. In order to show the power of that calculus one is led to consider the problem of encoding \(\lambda\)-calculus into the \(\pi\)-calculus, because functions, as considered in \(\lambda\)-calculus, should turn out to be particular cases of concurrent processes.


In this paper, the author shows the encoding for the lazy \(\lambda\)- calculus into \(\pi\)-calculus and a similar encoding for the call-by-value \(\lambda\)-calculus. He also compares the encodings with Abramsky's precongruence of ``applicative bisimulation''."
60,Toward a restriction-centered theory of truth and meaning (RCT),2015,"Zadeh, Lotfi A.",Studies in Fuzziness and Soft Computing,"Tamir, Dan E. (ed.) et al., Fifty years of fuzzy logic and its applications. Cham: Springer (ISBN 978-3-319-19682-4/hbk; 978-3-319-19683-1/ebook). Studies in Fuzziness and Soft Computing 326, 1-24 (2015).","1434-9922, 1860-0808",10.1007/978-3-319-19683-1_1,"03B52, 68T37, 68T50, 03B65",10.1007/978-3-319-19683-1_1,e8674e7042e56b70a6b4a7ce09dbf0672d367af5,msc_clean,"[-0.0457, 0.0472, -0.0484, -0.0022, 0.0448, -0.0070, 0.0670, 0.0491, ...] dimension=384","The paper presents an outline of an approach to the theory of truth and meaning which the author calls ``restriction-centered'' (RCT). The author views his theory as ``a step toward formalization of everyday reasoning and everyday discourse''. Unlike traditional theories, RCT is based on fuzzy logic pioneered by the same author in 1965. Truth values in RCT are presented by means of the natural language expressions like ``quite true'', ``almost true'', ``more or less true'', ``usually true'', etc. The key notion of RCT is that one of restriction, being an answer to the question about the value of some variable. Such an answer can again be given in a natural language by involving fuzzy concepts. Another metatheoretical principle, which plays an important role in the authors constructions, is a ``meaning postulate'', representing the meaning of a natural language proposition as a restriction of this proposition over some variable. The author observes that ``the theory which underlines RCT is not easy to understand, largely because it contains many unfamiliar concepts. However, once it is understood, what is revealed is that the conceptual structure of RCT is simple and natural''.

Editorial remark: See also [the author, in: Enric Trillas: a passion for fuzzy sets. A collection of recent works on fuzzy logic. Cham: Springer. 1--22 (2015; Zbl 1393.03017)].

For the entire collection see [Zbl 1337.03007]."
61,The concept of ``rigorous proof'',1996,"Dieudonné, Jean",The Mathematical Gazette,"Math. Gaz. 80, No. 487, 204-206 (1996).","2056-6328, 0025-5572",10.2307/3620351,"03-03, 01A75",10.2307/3620351,20c56492f4c5d611825c493348685d37cee96ec4,msc_clean,"[-0.1094, 0.0400, -0.0040, 0.0188, 0.0449, -0.0301, -0.0008, 0.0510, ...] dimension=384","A brief excerpt from the author's book (in English translation): Mathematics -- The music of reason (1992; Zbl 0753.00012) [for a review of the French original (Paris, 1987) see Zbl 0703.00035)]. He contends that often what is described as a lack of rigor in proofs is better characterized as a lack of precision in specifying the objects and relations with which the proofs deal."
62,The relative efficiency of propositional proof systems,1979,"Cook, Stephen A., Reckhow, Robert A.",Journal of Symbolic Logic,"J. Symb. Log. 44, 36-50 (1979).","0022-4812, 1943-5886",10.2307/2273702,"03F20, 03B05",10.2307/2273702,32d4a2fbd4da89f3a337d975302ff6deb41e93db,msc_clean,"[-0.0399, 0.0301, -0.0167, -0.0613, 0.0738, 0.0366, -0.0497, 0.1029, ...] dimension=384","<jats:p>We are interested in studying the length of the shortest proof of a propositional tautology in various proof systems as a function of the length of the tautology. The smallest upper bound known for this function is exponential, no matter what the proof system. A question we would like to answer (but have not been able to) is whether this function has a polynomial bound for some proof system. (This question is motivated below.) Our results here are relative results.</jats:p><jats:p>In §§2 and 3 we indicate that all standard Hilbert type systems (or Frege systems, as we call them) and natural deduction systems are equivalent, up to application of a polynomial, as far as minimum proof length goes. In §4 we introduce <jats:italic>extended Frege</jats:italic> systems, which allow introduction of abbreviations for formulas. Since these abbreviations can be iterated, they eliminate the need for a possible exponential growth in formula length in a proof, as is illustrated by an example (the pigeonhole principle). In fact, Theorem 4.6 (which is a variation of a theorem of Statman) states that with a penalty of at most a linear increase in the number of lines of a proof in an extended Frege system, no line in the proof need be more than a constant times the length of the formula proved.</jats:p>"
63,The monadic second-order logic of graphs. I: Recognizable sets of finite graphs,1990,"Courcelle, Bruno",Information and Computation,"Inf. Comput. 85, No. 1, 12-75 (1990).",0890-5401,10.1016/0890-5401(90)90043-h,"03B15, 68R10, 05C75, 05C65, 03B25, 68Q45, 08A70",10.1016/0890-5401(90)90043-h,7bb9eea3046907e2ca15090c8bc8d387838ebff3,msc_clean,"[-0.0031, -0.0369, -0.0095, -0.0065, 0.0033, 0.0341, 0.0161, -0.0232, ...] dimension=384","The paper begins an investigation of the monadic second-order logic of graphs and of sets of graphs, using techniques from universal algebra and the theory of formal languages. The author introduces a recognizable set in a many-sorted algebra, defines graphs and the operations on graphs, and obtains a many-sorted algebra of graphs. Considering graphs as logical structures, the author introduces the counting monadic second- order logic and the associated definable sets of graphs. The main result of the paper says that every definable set of graphs is recognizable. It follows that, for every graph property expressible in counting monadic second-order logic, the set of graphs satisfying this property, and belonging to a given context-free set of graphs forms a context-free set. The author proves that the monadic second-order theory of a context-free set of graphs is decidable. Finally, the author deals with unordered unbounded trees, proves that a set of finite unordered unbounded trees is recognizable iff it is definable in counting monadic second-order logic, and the counting monadic second-order logic is strictly more powerful than the ``ordinary'' one, in arbitrary logical structures."
64,Endomorphisms of symbolic algebraic varieties,1999,"Gromov, M.",Journal of the European Mathematical Society,"J. Eur. Math. Soc. (JEMS) 1, No. 2, 109-197 (1999).","1435-9855, 1435-9863",10.1007/pl00011162,"14A10, 37K20, 05C25, 03C60, 14E05",10.1007/pl00011162,34ff005786e6fe8b1b30d0d3d8afa13d5e3268de,msc_clean,"[-0.0263, 0.0398, -0.0434, 0.0270, -0.0277, 0.0612, 0.0960, 0.0280, ...] dimension=384","Summary: The theorem of \textit{J. Ax} [Ann. Math. (2) 88, 239-271 (1968; Zbl 0195.05701)] says that any regular selfmapping of a complex algebraic variety is either surjective or non-injective; this property is called surjunctivity and is investigated in the present paper in the category of proregular mappings of proalgebraic spaces. We show that such maps are surjunctive if they commute with sufficiently large automorphism groups. Of particular interest is the case of proalgebraic varieties over infinite graphs. The paper intends to bring out relations between model theory, algebraic geometry, and symbolic dynamics."
65,Toward extended fuzzy logic -- a first step,2009,"Zadeh, Lotfi A.",Fuzzy Sets and Systems,"Fuzzy Sets Syst. 160, No. 21, 3175-3181 (2009).",0165-0114,10.1016/j.fss.2009.04.009,"03B52, 00A71, 68T37, 94D05",10.1016/j.fss.2009.04.009,5da09c041802456525e3f24ad81ba9ca26fc98a8,msc_clean,"[0.0181, 0.0140, 0.0333, -0.0480, -0.0466, -0.0561, 0.0866, 0.0116, ...] dimension=384","This is a position paper in which the author gives a short explanation of what he likes to understand by an extended fuzzy logic which is intended to be a tool which is capable ``to deal imprecisely with imperfect information''. The core ideas are illustrated in geometric terms having in mind imprecise drawings of geometric figures, e.g., by a spray pen. No details for technical realizations are presented."
66,Semantical considerations on nonmonotonic logic,1985,"Moore, Robert C.",Artificial Intelligence,"Artif. Intell. 25, 75-94 (1985).",0004-3702,10.1016/0004-3702(85)90042-6,"68T99, 03B45, 03A05, 68Q65",10.1016/0004-3702(85)90042-6,74ab03df8f52092fc43a80896daae9f32afcbf1e,msc_clean,"[-0.0534, -0.0064, 0.0361, -0.0563, -0.0183, 0.0282, 0.0561, 0.0172, ...] dimension=384","This paper concerns the problem of reconstruction, which may be formulated as follows. Given languages \({\mathcal L}\) and \({\mathcal M}\), and given a set A of conditions expressed in \({\mathcal M}\), find a theory Th in \({\mathcal L}\) which satisfies A. The relation R of the solution of the problem has not, in general, the so called monotonicity property, that is, R(A,Th)\&A\(\subseteq A'\) not necessarily implies R(',Th). 


In the paper the language of propositional calculus has been taken as \({\mathcal L}\), and \({\mathcal L}\) with a unary operator \(L: {\mathcal L}\to {\mathcal L}\) as \({\mathcal M}\). The following sense of conditions expressible in \({\mathcal M}\) has been adopted. It is assumed that \(A\cap {\mathcal L}\subseteq Th\), and \({\mathcal L}\) has the meaning of the operator \(\widetilde{\mathfrak B}\) of \textit{D. Hilbert} and \textit{P. Bernays} [Grundlagen der Mathematik. Vol. 2 (1939; Zbl 0020.19301)] of provability in Th, e.g. \(A=\{Lp\vee L\neg p| \quad p\in {\mathcal L}\}\) expresses the completeness of Th. Some related facts have been proved in the paper. 


A large part of the reviewed paper has a philosophical and critical character. Certain disadvantages of non-monotonic logic of \textit{D. McDermott} and \textit{J. Doyle} [ibid. 13, 41-72 (1980; Zbl 0435.68074)] and of \textit{D. McDermott} [J. Assoc. Comput. Mach. 29, 33-57 (1982; Zbl 0477.68099)] have been mentioned there. It concerns mainly the semantics of the operator L. Although one can hardly disagree with the author's opinion that the condition \(L^{-1}(Th)\subseteq Th\) is not adequate if Lp has to be interpreted as ''it is believed that p'', the proposed strengthening (*) \(L^{-1}(Th)=Th\) seems to go too far. In fact, the condition \(Th\subseteq L^{-1}(Th)\) reflects so defined meaning of the operator L, whereas (*) is the result of introducing an ''ideally rational agent'', who believes exactly in what can be proved."
67,An addendum to ''The work of Kurt Gödel'',1978,"Kleene, Stephen C.",Journal of Symbolic Logic,"J. Symb. Log. 43, 613 (1978).","0022-4812, 1943-5886",10.2307/2273536,"03-03, 01A60",10.2307/2273536,2909895771016c312225fc2db6cdfbd4bd60a830,msc_clean,"[-0.0520, -0.0152, -0.0072, -0.0445, 0.0216, 0.0252, 0.0240, 0.0165, ...] dimension=384","<jats:p>Gödel has called to my attention that p. 773 is misleading in regard to the discovery of the finite axiomatization and its place in his proof of the consistency of GCH. For the version in [1940], as he says on p. 1, “The system Σ of axioms for set theory which we adopt [a finite one] … is essentially due to P. Bernays …”. However, it is not at all necessary to use a finite axiom system. Gödel considers the more suggestive proof to be the one in [1939], which uses infinitely many axioms.</jats:p><jats:p>His main achievement regarding the consistency of GCH, he says, really is that he first introduced the concept of constructible sets into set theory defining it as in [1939], proved that the axioms of set theory (including the axiom of choice) hold for it, and conjectured that the continuum hypothesis also will hold. He told these things to von Neumann during his stay at Princeton in 1935. The discovery of the proof of this conjecture On the basis of his definition is not too difficult. Gödel gave the proof (also for GCH) not until three years later because he had fallen ill in the meantime. This proof was using a submodel of the constructible sets in the lowest case countable, similar to the one commonly given today.</jats:p>"
68,On the power of quantum computation,1997,"Simon, Daniel R.",SIAM Journal on Computing,"SIAM J. Comput. 26, No. 5, 1474-1483 (1997).","0097-5397, 1095-7111",10.1137/s0097539796298637,"03D15, 68Q10, 81P10",10.1137/s0097539796298637,8ea556d019b5fba085edbe8efdef2be63a789129,msc_clean,"[-0.0763, -0.0257, -0.0403, 0.0044, 0.0117, -0.0123, 0.0016, -0.0336, ...] dimension=384","Summary: The quantum model of computation is a model, analogous to the probabilistic Turing machine (PTM), in which the normal laws of chance are replaced by those obeyed by particles on a quantum mechanical scale, rather than the rules familiar to us from the macroscopic world. We present here a problem of distinguishing between two fairly natural classes of functions, which can provably be solved exponentially faster in the quantum model than in the classical probabilistic one, when the function is given as an oracle drawn equiprobably from the uniform distribution on either class. We thus offer compelling evidence that the quantum model may have significantly more complexity theoretic power than the PTM. In fact, drawing on this work, Shor has recently developed remarkable new quantum polynomial-time algorithms for the discrete logarithm and integer factoring problems."
69,The semantics of predicate logic as a programming language,1976,"van Emden, M. H., Kowalski, R. A.",Journal of the ACM,"J. Assoc. Comput. Mach. 23, 733-742 (1976).","0004-5411, 1557-735X",10.1145/321978.321991,"68N01, 68Q45, 68T15, 68T10, 03B10",10.1145/321978.321991,3415c15ba2ceeb878e3a2eebf23f1be3da6571c4,msc_clean,"[0.0170, 0.0494, -0.0107, -0.0304, 0.0006, 0.0269, 0.0565, 0.0750, ...] dimension=384","<jats:p>Sentences in first-order predicate logic can be usefully interpreted as programs. In this paper the operational and fixpoint semantics of predicate logic programs are defined, and the connections with the proof theory and model theory of logic are investigated. It is concluded that operational semantics is a part of proof theory and that fixpoint semantics is a special case of model-theoretic semantics.</jats:p>"
70,Interval valued intuitionistic fuzzy sets,1989,"Atanassov, K., Gargov, G.",Studies in Fuzziness and Soft Computing,"Fuzzy Sets Syst. 31, No. 3, 343-349 (1989).","1434-9922, 1860-0808",10.1007/978-3-030-32090-4,03E72,10.1007/978-3-030-32090-4,eb4f79f80f6fce57004c5d30d4d196edd639eb29,msc_clean,"[-0.0047, -0.0169, 0.0441, -0.0357, -0.0447, -0.0048, 0.0655, -0.0113, ...] dimension=384","The intuitionistic fuzzy sets (IFS's) of the first author [Fuzzy Sets Syst. 20, 87--96 (1986; Zbl 0631.03040)] are at each point of a given universe of discourse characterized by a pair of degrees: one for membership and the other for non-membership. Here the rather obvious fact first is proven that there is a 1-1 correspondence of such IFS's with interval valued fuzzy sets, a special kind of fuzzy sets of type 2. Later on the IFS's are generalized by allowing the membership as well as the non-membership degrees to be intervals. Fundamental operations are defined and some basic properties proven."
71,Every analytic set is Ramsey,1970,"Silver, J.",The Journal of Symbolic Logic,"J. Symb. Log. 35, 60-64 (1970).","0022-4812, 1943-5886",10.2307/2271156,"03E05, 05D10",10.2307/2271156,b6437493c20116a507c6da02ff2063231b4e33d2,msc_clean,"[-0.0531, 0.0125, -0.0074, 0.0311, 0.0531, 0.0806, 0.1198, 0.0315, ...] dimension=384","<jats:p>If <jats:italic>X</jats:italic> is a set, [<jats:italic>Χ</jats:italic>]<jats:italic><jats:sup>ω</jats:sup></jats:italic> will denote the set of countably infinite subsets of <jats:italic>X</jats:italic>. <jats:italic>ω</jats:italic> is the set of natural numbers. If <jats:italic>S</jats:italic> is a subset of [<jats:italic>ω</jats:italic>]<jats:sup><jats:italic>ω</jats:italic></jats:sup>, we shall say that <jats:italic>S</jats:italic> is <jats:italic>Ramsey</jats:italic> if there is some infinite subset <jats:italic>X</jats:italic> of <jats:italic>ω</jats:italic> such that either [<jats:italic>Χ</jats:italic>]<jats:sup><jats:italic>ω</jats:italic></jats:sup> ⊆ <jats:italic>S</jats:italic> or [<jats:italic>Χ</jats:italic>]<jats:sup><jats:italic>ω</jats:italic></jats:sup> ∩ <jats:italic>S</jats:italic> = 0. Dana Scott (unpublished) has asked which sets, in terms of logical complexity, are Ramsey.</jats:p><jats:p>The principal theorem of this paper is: Every <jats:bold>Σ</jats:bold><jats:sub arrange=""stack"">1</jats:sub><jats:sup arrange=""stack"">1</jats:sup> (i.e., analytic) subset of [<jats:italic>ω</jats:italic>]<jats:sup><jats:italic>ω</jats:italic></jats:sup> is Ramsey (for the Σ, Π notations, see Addison [1]). This improves a result of Galvin-Prikry [2] to the effect that every Borel set is Ramsey. Our theorem is essentially optimal because, if the axiom of constructibility is true, then Gödel's Σ<jats:sub arrange=""stack"">2</jats:sub><jats:sup arrange=""stack"">1</jats:sup> Π<jats:sub arrange=""stack"">2</jats:sub><jats:sup arrange=""stack"">1</jats:sup> well-ordering of the set of reals [3], having the convenient property that the set of <jats:italic>ω</jats:italic>-sequences of reals enumerating initial segments is also Σ<jats:sub arrange=""stack"">2</jats:sub><jats:sup arrange=""stack"">1</jats:sup> ∩ Π<jats:sub arrange=""stack"">2</jats:sub><jats:sup arrange=""stack"">1</jats:sup>, rather directly gives a Σ<jats:sub arrange=""stack"">2</jats:sub><jats:sup arrange=""..."
